Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Australian Capital Territory,Australia,03/31/2020 19:33,80,,
New South Wales,Australia,03/31/2020 19:33,2032,,
Northern Territory,Australia,03/31/2020 19:33,16,,
Queensland,Australia,03/31/2020 19:33,743,,
South Australia,Australia,03/31/2020 19:33,337,,
Tasmania,Australia,03/31/2020 19:33,68,,
Victoria,Australia,03/31/2020 19:33,917,,
Western Australia,Australia,03/31/2020 19:33,364,,
Eyibaolu,China,03/31/2020 19:33,67801,3187,63153.0
Di 欐 rot,China,03/31/2020 19:33,714,4,128.0
Right-version of the goo,China,03/31/2020 19:33,322,5,39.0
Juancongdaoning,China,03/31/2020 19:33,509,5,341.0
Zhenjianhanning,China,03/31/2020 19:33,580,8,418.0
Qiankuaminlu,China,03/31/2020 19:33,1494,8,1356.0
Fuhanhuanlu,China,03/31/2020 19:33,343,1,295.0
Still water ╂ touch Ning,China,03/31/2020 19:33,174,3,135.0
鍐呰 挋鍙 I 嚜娌 诲尯,China,03/31/2020 19:33,107,1,74.0
Tick ​​pumping 棬,China,03/31/2020 19:33,41,0,10.0
Xianlilielu,China,03/31/2020 19:33,1257,1,1226.0
Chaxizhenlu,China,03/31/2020 19:33,646,0,631.0
Babianminlu,China,03/31/2020 19:33,774,7,753.0
Chajiemulu,China,03/31/2020 19:33,139,2,124.0
Qiesikoulu,China,03/31/2020 19:33,550,3,536.0
Uushanmenlu,China,03/31/2020 19:33,138,2,125.0
闄曡Ta鐪,China,03/31/2020 19:33,253,3,242.0
Beach 戝崡 鐪,China,03/31/2020 19:33,181,2,172.0
Lichongbaolu,China,03/31/2020 19:33,321,6,310.0
鍚夋 灄鐪,China,03/31/2020 19:33,98,1,92.0
Lichonghanlu,China,03/31/2020 19:33,1276,22,1251.0
Read 嶅 Jenning,China,03/31/2020 19:33,579,6,570.0
Ba Lu braid ta,China,03/31/2020 19:33,136,0,133.0
Zhenzhanxiecha Xiyan,China,03/31/2020 19:33,484,13,469.0
Qian hip Tatari Dan Zu Xi Meilihuikui,China,03/31/2020 19:33,254,2,250.0
Cha Xi Lu Tatari,China,03/31/2020 19:33,937,1,935.0
Ludiandanlu,China,03/31/2020 19:33,147,2,144.0
Eyihanlu,China,03/31/2020 19:33,1018,4,1014.0
Yuesuijionglu,China,03/31/2020 19:33,990,6,984.0
Xianfenghanlu,China,03/31/2020 19:33,168,6,162.0
Koubanyuezi Cunyonghaobi Melihuikui,China,03/31/2020 19:33,76,3,73.0
Yuehuohanwu arrowhead Xi Melihuikui,China,03/31/2020 19:33,75,0,75.0
Weishudaolu,China,03/31/2020 19:33,18,0,18.0
Yuan Cai hip Nielihuikui,China,03/31/2020 19:33,1,0,1.0
New York,US,03/31/2020 19:33,75795,1550,
New Jersey,US,03/31/2020 19:33,17126,198,
California,US,03/31/2020 19:33,7477,150,
Michigan,US,03/31/2020 19:33,6498,185,
Florida,US,03/31/2020 19:33,6338,77,
Massachusetts,US,03/31/2020 19:33,5752,56,
WA,US,03/31/2020 19:33,5239,222,
Illinois,US,03/31/2020 19:33,5058,74,
Pennsylvania,US,03/31/2020 19:33,4963,63,
Louisiana,US,03/31/2020 19:33,4025,185,
Georgia,US,03/31/2020 19:33,3821,102,
Texas,US,03/31/2020 19:33,3351,49,
Colorado,US,03/31/2020 19:33,2627,51,
Connecticut,US,03/31/2020 19:33,2571,36,
Indiana,US,03/31/2020 19:33,2159,48,
Tennessee,US,03/31/2020 19:33,2041,14,
Ohio,US,03/31/2020 19:33,1933,40,
Maryland,US,03/31/2020 19:33,1660,18,
North Carolina,US,03/31/2020 19:33,1510,10,
Wisconsin,US,03/31/2020 19:33,1294,24,
Virginia,US,03/31/2020 19:33,1250,27,
Arizona,US,03/31/2020 19:33,1158,20,
Missouri,US,03/31/2020 19:33,1122,14,
