Last Update,Country/Region,Province/State,Confirmed,Deaths,Recovered
04/02/2020 12:15,Hungary,,585,21,42
04/02/2020 12:15,Bosnia and Herzegovina,,512,15,20
04/02/2020 12:15,Lebanon,,494,16,43
04/02/2020 12:15,Latvia,,458,0,1
04/02/2020 12:15,Bulgaria,,449,10,25
04/02/2020 12:15,Andorra,,428,15,10
04/02/2020 12:15,Slovakia,,426,1,3
04/02/2020 12:15,Tunisia,,423,12,5
04/02/2020 12:15,Moldova,,423,5,23
04/02/2020 12:15,Kazakhstan,,402,3,27
04/02/2020 12:15,Azerbaijan,,400,5,26
04/02/2020 12:15,Costa Rica,,375,2,4
04/02/2020 12:15,North Macedonia,,354,11,17
04/02/2020 12:15,Uruguay,,350,2,62
04/02/2020 12:15,Kuwait,,342,0,81
04/02/2020 12:15,Taiwan,Taiwan,339,5,50
04/02/2020 12:15,Cyprus,,320,9,28
04/02/2020 12:15,Burkina Faso,,282,16,46
04/02/2020 12:15,Reunion,,281,0,40
04/02/2020 12:15,Jordan,,278,5,36
04/02/2020 12:15,Albania,,277,16,67
04/02/2020 12:15,Cameroon,,255,6,10
04/02/2020 12:15,Afghanistan,,239,4,5
04/02/2020 12:15,San Marino,,236,28,13
04/02/2020 12:15,Oman,,231,1,57
04/02/2020 12:15,Vietnam,,227,0,75
04/02/2020 12:15,Honduras,,219,14,3
04/02/2020 12:15,Cuba,,212,6,12
04/02/2020 12:15,Malta,,196,0,2
04/02/2020 12:15,Ghana,,195,5,31
04/02/2020 12:15,Senegal,,195,1,55
04/02/2020 12:15,Uzbekistan,,190,2,12
04/02/2020 12:15,Ivory Coast,,190,1,9
04/02/2020 12:15,Faeroe Islands,,177,0,81
04/02/2020 12:15,Nigeria,,174,2,9
04/02/2020 12:15,Channel Islands,,172,3,0
04/02/2020 12:15,Belarus,,163,2,53
04/02/2020 12:15,Mauritius,,161,7,0
04/02/2020 12:15,Palestine,,155,1,18
04/02/2020 12:15,Sri Lanka,,148,3,21
04/02/2020 12:15,Venezuela,,144,3,43
04/02/2020 12:15,Montenegro,,140,2,0
04/02/2020 12:15,Martinique,,135,3,27
04/02/2020 12:15,Brunei,,133,1,56
04/02/2020 12:15,Georgia,,130,0,26
04/02/2020 12:15,Guadeloupe,,125,6,24
04/02/2020 12:15,DRC,,123,11,3
04/02/2020 12:15,Bolivia,,123,7,1
04/02/2020 12:15,Mayotte,,116,1,10
04/02/2020 12:15,Kyrgyzstan,,116,0,5
04/02/2020 12:15,Cambodia,,110,0,34
04/02/2020 12:15,Trinidad and Tobago,,90,5,1
04/02/2020 12:15,Rwanda,,82,0,0
04/02/2020 12:15,Kenya,,81,1,3
04/02/2020 12:15,Gibraltar,,81,0,34
04/02/2020 12:15,Paraguay,,77,3,2
04/02/2020 12:15,Isle of Man,,75,1,0
04/02/2020 12:15,Niger,,74,5,0
04/02/2020 12:15,Liechtenstein,,72,0,0
04/02/2020 12:15,Madagascar,,57,0,0
04/02/2020 12:15,Bangladesh,,56,6,25
04/02/2020 12:15,Monaco,,55,1,2
04/02/2020 12:15,Aruba,,55,0,1
04/02/2020 12:15,French Guiana,,51,0,15
04/02/2020 12:15,Guatemala,,46,1,12
04/02/2020 12:15,Barbados,,45,0,0
04/02/2020 12:15,Uganda,,44,0,0
04/02/2020 12:15,Jamaica,,44,3,2
04/02/2020 12:15,Macau,Macau,41,0,10
04/02/2020 12:15,El Salvador,,41,2,0
04/02/2020 12:15,Zambia,,39,1,0
04/02/2020 12:15,French Polynesia,,37,0,0
04/02/2020 12:15,Togo,,36,2,10
04/02/2020 12:15,Djibouti,,33,0,0
04/02/2020 12:15,Bermuda,,32,0,10
04/02/2020 12:15,Mali,,31,3,0
04/02/2020 12:15,Guinea,,30,0,0
04/02/2020 12:15,Ethiopia,,29,0,3
04/02/2020 12:15,Saint Martin,,22,1,2
04/02/2020 12:15,Cayman Islands,,22,1,0
04/02/2020 12:15,Congo,,22,2,0
04/02/2020 12:15,Bahamas,,21,1,1
04/02/2020 12:15,Tanzania,,20,1,1
04/02/2020 12:15,Guyana,,19,4,0
04/02/2020 12:15,Maldives,,19,0,13
04/02/2020 12:15,Gabon,,18,1,0
04/02/2020 12:15,Eritrea,,18,0,0
04/02/2020 12:15,New Caledonia,,18,0,1
04/02/2020 12:15,Haiti,,16,0,1
04/02/2020 12:15,Myanmar,,16,1,0
04/02/2020 12:15,Sint Maarten,,16,1,6
04/02/2020 12:15,Equatorial Guinea,,15,0,1
04/02/2020 12:15,Namibia,,14,0,2
04/02/2020 12:15,Mongolia,,14,0,2
04/02/2020 12:15,Saint Lucia,,13,0,1
04/02/2020 12:15,Benin,,13,0,1
04/02/2020 12:15,Dominica,,12,0,0
04/02/2020 12:15,Curacao,,11,1,3
04/02/2020 12:15,Libya,,10,0,0
04/02/2020 12:15,Suriname,,10,0,0
04/02/2020 12:15,Seychelles,,10,0,0
04/02/2020 12:15,Laos,,10,0,0
04/02/2020 12:15,Grenada,,10,0,0
04/02/2020 12:15,Greenland,,10,0,2
04/02/2020 12:15,Syria,,10,2,0
04/02/2020 12:15,Mozambique,,10,0,0
04/02/2020 12:15,MS Zaandam,,9,2,0
04/02/2020 12:15,Guinea-Bissau,,9,0,0
04/02/2020 12:15,Eswatini,,9,0,0
04/02/2020 12:15,Angola,,8,2,1
04/02/2020 12:15,Zimbabwe,,8,1,0
04/02/2020 12:15,Saint Kitts and Nevis,,8,0,0
04/02/2020 12:15,Chad,,7,0,0
04/02/2020 12:15,Fiji,,7,0,0
04/02/2020 12:15,Antigua and Barbuda,,7,0,0
04/02/2020 12:15,Sudan,,7,2,2
04/02/2020 12:15,Liberia,,6,0,0
04/02/2020 12:15,Turks and Caicos,,6,0,0
04/02/2020 12:15,St. Barth,,6,0,1
04/02/2020 12:15,Cabo Verde,,6,1,0
04/02/2020 12:15,Vatican City,,6,0,0
04/02/2020 12:15,Nepal,,6,0,1
04/02/2020 12:15,Mauritania,,6,1,2
04/02/2020 12:15,Nicaragua,,5,1,0
04/02/2020 12:15,Bhutan,,5,0,1
04/02/2020 12:15,Montserrat,,5,0,0
04/02/2020 12:15,Somalia,,5,0,1
04/02/2020 12:15,Botswana,,4,1,0
04/02/2020 12:15,Gambia,,4,1,2
04/02/2020 12:15,Belize,,3,0,0
04/02/2020 12:15,CAR,,3,0,0
04/02/2020 12:15,British Virgin Islands,,3,0,0
04/02/2020 12:15,Anguilla,,2,0,0
04/02/2020 12:15,Burundi,,2,0,0
04/02/2020 12:15,Caribbean Netherlands,,2,0,0
04/02/2020 12:15,St. Vincent Grenadines,,2,0,1
04/02/2020 12:15,Sierra Leone,,2,0,0
04/02/2020 12:15,Papua New Guinea,,1,0,0
04/02/2020 12:15,Timor-Leste,,1,0,0
