Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Australian Capital Territory,Australia,04/01/2020 19:29,84,,
New South Wales,Australia,04/01/2020 19:29,2182,,
Northern Territory,Australia,04/01/2020 19:29,18,,
Queensland,Australia,04/01/2020 19:29,781,,
South Australia,Australia,04/01/2020 19:29,367,,
Tasmania,Australia,04/01/2020 19:29,68,,
Victoria,Australia,04/01/2020 19:29,968,,
Western Australia,Australia,04/01/2020 19:29,392,,
Eyibaolu,China,04/01/2020 19:29,67802,3193,63326.0
Di 欐 rot,China,04/01/2020 19:29,765,4,147.0
Right-version of the goo,China,04/01/2020 19:29,329,5,39.0
Juancongdaoning,China,04/01/2020 19:29,516,6,341.0
Zhenjianhanning,China,04/01/2020 19:29,580,8,418.0
Qiankuaminlu,China,04/01/2020 19:29,1501,8,1357.0
Fuhanhuanlu,China,04/01/2020 19:29,345,1,298.0
Still water ╂ touch Ning,China,04/01/2020 19:29,176,3,135.0
鍐呰 挋鍙 I 嚜娌 诲尯,China,04/01/2020 19:29,111,1,74.0
Tick ​​pumping 棬,China,04/01/2020 19:29,41,0,10.0
Xianlilielu,China,04/01/2020 19:29,1257,1,1226.0
Chaxizhenlu,China,04/01/2020 19:29,646,0,631.0
Babianminlu,China,04/01/2020 19:29,774,7,753.0
Chajiemulu,China,04/01/2020 19:29,140,2,124.0
Qiesikoulu,China,04/01/2020 19:29,552,3,537.0
闄曡Ta鐪,China,04/01/2020 19:29,255,3,242.0
Uushanmenlu,China,04/01/2020 19:29,138,2,127.0
Beach 戝崡 鐪,China,04/01/2020 19:29,182,2,172.0
Lichongbaolu,China,04/01/2020 19:29,323,6,310.0
鍚夋 灄鐪,China,04/01/2020 19:29,98,1,92.0
Ba Lu braid ta,China,04/01/2020 19:29,137,0,133.0
Lichonghanlu,China,04/01/2020 19:29,1276,22,1251.0
Read 嶅 Jenning,China,04/01/2020 19:29,579,6,570.0
Zhenzhanxiecha Xiyan,China,04/01/2020 19:29,484,13,469.0
Qian hip Tatari Dan Zu Xi Meilihuikui,China,04/01/2020 19:29,254,2,250.0
Cha Xi Lu Tatari,China,04/01/2020 19:29,937,1,935.0
Ludiandanlu,China,04/01/2020 19:29,147,2,144.0
Eyihanlu,China,04/01/2020 19:29,1018,4,1014.0
Yuesuijionglu,China,04/01/2020 19:29,990,6,984.0
Xianfenghanlu,China,04/01/2020 19:29,168,6,162.0
Koubanyuezi Cunyonghaobi Melihuikui,China,04/01/2020 19:29,76,3,73.0
Yuehuohanwu arrowhead Xi Melihuikui,China,04/01/2020 19:29,75,0,75.0
Weishudaolu,China,04/01/2020 19:29,18,0,18.0
Yuan Cai hip Nielihuikui,China,04/01/2020 19:29,1,0,1.0
New York,US,04/01/2020 19:29,83712,1941,
New Jersey,US,04/01/2020 19:29,22255,355,
California,US,04/01/2020 19:29,8700,184,
