date,Confirmed,Deaths,Recovered
2020-01-22 00:00:00,0.0,0.0,0.0
2020-01-23 00:00:00,0.0,0.0,0.0
2020-01-24 00:00:00,0.0,0.0,0.0
2020-01-25 00:00:00,0.0,0.0,0.0
2020-01-26 00:00:00,0.0,0.0,0.0
2020-01-27 00:00:00,0.0,0.0,0.0
2020-01-28 00:00:00,0.0,0.0,0.0
2020-01-29 00:00:00,1.0,0.0,0.0
2020-01-30 00:00:00,1.0,0.0,0.0
2020-01-31 00:00:00,1.0,0.0,0.0
2020-02-01 00:00:00,1.0,0.0,0.0
2020-02-02 00:00:00,1.0,0.0,0.0
2020-02-03 00:00:00,1.0,0.0,0.0
2020-02-04 00:00:00,1.0,0.0,0.0
2020-02-05 00:00:00,1.0,0.0,0.0
2020-02-06 00:00:00,1.0,0.0,0.0
2020-02-07 00:00:00,1.0,0.0,0.0
2020-02-08 00:00:00,1.0,0.0,0.0
2020-02-09 00:00:00,1.0,0.0,0.0
2020-02-10 00:00:00,1.0,0.0,0.0
2020-02-11 00:00:00,1.0,0.0,0.0
2020-02-12 00:00:00,1.0,0.0,1.0
2020-02-13 00:00:00,1.0,0.0,1.0
2020-02-14 00:00:00,1.0,0.0,1.0
2020-02-15 00:00:00,1.0,0.0,1.0
2020-02-16 00:00:00,1.0,0.0,1.0
2020-02-17 00:00:00,1.0,0.0,1.0
2020-02-18 00:00:00,1.0,0.0,1.0
2020-02-19 00:00:00,1.0,0.0,1.0
2020-02-20 00:00:00,1.0,0.0,1.0
2020-02-21 00:00:00,1.0,0.0,1.0
2020-02-22 00:00:00,1.0,0.0,1.0
2020-02-23 00:00:00,1.0,0.0,1.0
2020-02-24 00:00:00,1.0,0.0,1.0
2020-02-25 00:00:00,1.0,0.0,1.0
2020-02-26 00:00:00,2.0,0.0,1.0
2020-02-27 00:00:00,2.0,0.0,1.0
2020-02-28 00:00:00,2.0,0.0,1.0
2020-02-29 00:00:00,3.0,0.0,1.0
2020-03-01 00:00:00,6.0,0.0,1.0
2020-03-02 00:00:00,6.0,0.0,1.0
2020-03-03 00:00:00,6.0,0.0,1.0
2020-03-04 00:00:00,6.0,0.0,1.0
2020-03-05 00:00:00,12.0,0.0,1.0
2020-03-06 00:00:00,15.0,0.0,1.0
2020-03-07 00:00:00,15.0,0.0,1.0
2020-03-08 00:00:00,23.0,0.0,1.0
2020-03-09 00:00:00,30.0,0.0,1.0
2020-03-10 00:00:00,40.0,0.0,1.0
2020-03-11 00:00:00,59.0,0.0,1.0
2020-03-12 00:00:00,59.0,0.0,1.0
2020-03-13 00:00:00,155.0,0.0,1.0
2020-03-14 00:00:00,225.0,0.0,1.0
2020-03-15 00:00:00,244.0,0.0,10.0
2020-03-16 00:00:00,277.0,0.0,10.0
2020-03-17 00:00:00,321.0,0.0,10.0
2020-03-18 00:00:00,336.0,0.0,10.0
2020-03-19 00:00:00,400.0,0.0,10.0
2020-03-20 00:00:00,450.0,0.0,10.0
2020-03-21 00:00:00,523.0,1.0,10.0
2020-03-22 00:00:00,626.0,1.0,10.0
2020-03-23 00:00:00,700.0,1.0,10.0
2020-03-24 00:00:00,792.0,1.0,10.0
2020-03-25 00:00:00,880.0,3.0,10.0
2020-03-26 00:00:00,958.0,5.0,10.0
2020-03-27 00:00:00,1041.0,7.0,10.0
2020-03-28 00:00:00,1167.0,9.0,10.0
2020-03-29 00:00:00,1240.0,11.0,10.0
2020-03-30 00:00:00,1352.0,13.0,10.0
2020-03-31 00:00:00,1418.0,17.0,10.0
2020-04-01 00:00:00,1446.0,17.0,10.0
2020-04-02 00:00:00,1518.0,19.0,300.0
2020-04-04 13:03:00,1882.0,20.0,300.0
2020-04-05 07:55:00,1927.0,25.0,300.0
2020-04-05 16:34:00,1927.0,28.0,300.0
2020-04-06 11:33:00,2176.0,28.0,300.0
2020-04-06 11:33:00,2176.0,28.0,300.0
