date,Confirmed,Deaths,Recovered
2020-01-22 00:00:00,0.0,0.0,0.0
2020-01-23 00:00:00,0.0,0.0,0.0
2020-01-24 00:00:00,0.0,0.0,0.0
2020-01-25 00:00:00,0.0,0.0,0.0
2020-01-26 00:00:00,0.0,0.0,0.0
2020-01-27 00:00:00,0.0,0.0,0.0
2020-01-28 00:00:00,0.0,0.0,0.0
2020-01-29 00:00:00,0.0,0.0,0.0
2020-01-30 00:00:00,0.0,0.0,0.0
2020-01-31 00:00:00,0.0,0.0,0.0
2020-02-01 00:00:00,1.0,0.0,0.0
2020-02-02 00:00:00,1.0,0.0,0.0
2020-02-03 00:00:00,1.0,0.0,0.0
2020-02-04 00:00:00,1.0,0.0,0.0
2020-02-05 00:00:00,1.0,0.0,0.0
2020-02-06 00:00:00,1.0,0.0,0.0
2020-02-07 00:00:00,1.0,0.0,0.0
2020-02-08 00:00:00,1.0,0.0,0.0
2020-02-09 00:00:00,2.0,0.0,0.0
2020-02-10 00:00:00,2.0,0.0,0.0
2020-02-11 00:00:00,2.0,0.0,0.0
2020-02-12 00:00:00,2.0,0.0,0.0
2020-02-13 00:00:00,2.0,0.0,0.0
2020-02-14 00:00:00,2.0,0.0,0.0
2020-02-15 00:00:00,2.0,0.0,2.0
2020-02-16 00:00:00,2.0,0.0,2.0
2020-02-17 00:00:00,2.0,0.0,2.0
2020-02-18 00:00:00,2.0,0.0,2.0
2020-02-19 00:00:00,2.0,0.0,2.0
2020-02-20 00:00:00,2.0,0.0,2.0
2020-02-21 00:00:00,2.0,0.0,2.0
2020-02-22 00:00:00,2.0,0.0,2.0
2020-02-23 00:00:00,2.0,0.0,2.0
2020-02-24 00:00:00,2.0,0.0,2.0
2020-02-25 00:00:00,6.0,0.0,2.0
2020-02-26 00:00:00,13.0,0.0,2.0
2020-02-27 00:00:00,15.0,0.0,2.0
2020-02-28 00:00:00,32.0,0.0,2.0
2020-02-29 00:00:00,45.0,0.0,2.0
2020-03-01 00:00:00,84.0,0.0,2.0
2020-03-02 00:00:00,120.0,0.0,2.0
2020-03-03 00:00:00,165.0,1.0,2.0
2020-03-04 00:00:00,222.0,2.0,2.0
2020-03-05 00:00:00,259.0,3.0,2.0
2020-03-06 00:00:00,400.0,5.0,2.0
2020-03-07 00:00:00,500.0,10.0,30.0
2020-03-08 00:00:00,673.0,17.0,30.0
2020-03-09 00:00:00,1073.0,28.0,32.0
2020-03-10 00:00:00,1695.0,35.0,32.0
2020-03-11 00:00:00,2277.0,54.0,183.0
2020-03-12 00:00:00,2277.0,55.0,183.0
2020-03-13 00:00:00,5232.0,133.0,193.0
2020-03-14 00:00:00,6391.0,195.0,517.0
2020-03-15 00:00:00,7798.0,289.0,517.0
2020-03-16 00:00:00,9942.0,342.0,530.0
2020-03-17 00:00:00,11748.0,533.0,1028.0
2020-03-18 00:00:00,13910.0,623.0,1081.0
2020-03-19 00:00:00,17963.0,830.0,1107.0
2020-03-20 00:00:00,20410.0,1043.0,1588.0
2020-03-21 00:00:00,25374.0,1375.0,2125.0
2020-03-22 00:00:00,28768.0,1772.0,2575.0
2020-03-23 00:00:00,35136.0,2311.0,2575.0
2020-03-24 00:00:00,39885.0,2808.0,3794.0
2020-03-25 00:00:00,49515.0,3647.0,5367.0
2020-03-26 00:00:00,57786.0,4365.0,7015.0
2020-03-27 00:00:00,65719.0,5138.0,9357.0
2020-03-28 00:00:00,73235.0,5982.0,12285.0
2020-03-29 00:00:00,80110.0,6803.0,14709.0
2020-03-30 00:00:00,87956.0,7716.0,16780.0
2020-03-31 00:00:00,95923.0,8464.0,19259.0
2020-04-01 00:00:00,104118.0,9387.0,22647.0
2020-04-02 00:00:00,112065.0,10348.0,26743.0
2020-04-04 13:03:00,124736.0,11744.0,34219.0
2020-04-04 18:24:00,124736.0,11744.0,34219.0
2020-04-05 07:55:00,126168.0,11947.0,34219.0
2020-04-05 16:34:00,130759.0,12418.0,38080.0
