date,Confirmed,Deaths,Recovered
2020-01-22 00:00:00,0.0,0.0,0.0
2020-01-23 00:00:00,0.0,0.0,0.0
2020-01-24 00:00:00,0.0,0.0,0.0
2020-01-25 00:00:00,0.0,0.0,0.0
2020-01-26 00:00:00,0.0,0.0,0.0
2020-01-27 00:00:00,0.0,0.0,0.0
2020-01-28 00:00:00,0.0,0.0,0.0
2020-01-29 00:00:00,0.0,0.0,0.0
2020-01-30 00:00:00,0.0,0.0,0.0
2020-01-31 00:00:00,0.0,0.0,0.0
2020-02-01 00:00:00,0.0,0.0,0.0
2020-02-02 00:00:00,0.0,0.0,0.0
2020-02-03 00:00:00,0.0,0.0,0.0
2020-02-04 00:00:00,0.0,0.0,0.0
2020-02-05 00:00:00,0.0,0.0,0.0
2020-02-06 00:00:00,0.0,0.0,0.0
2020-02-07 00:00:00,0.0,0.0,0.0
2020-02-08 00:00:00,0.0,0.0,0.0
2020-02-09 00:00:00,0.0,0.0,0.0
2020-02-10 00:00:00,0.0,0.0,0.0
2020-02-11 00:00:00,0.0,0.0,0.0
2020-02-12 00:00:00,0.0,0.0,0.0
2020-02-13 00:00:00,0.0,0.0,0.0
2020-02-14 00:00:00,0.0,0.0,0.0
2020-02-15 00:00:00,0.0,0.0,0.0
2020-02-16 00:00:00,0.0,0.0,0.0
2020-02-17 00:00:00,0.0,0.0,0.0
2020-02-18 00:00:00,0.0,0.0,0.0
2020-02-19 00:00:00,0.0,0.0,0.0
2020-02-20 00:00:00,0.0,0.0,0.0
2020-02-21 00:00:00,0.0,0.0,0.0
2020-02-22 00:00:00,0.0,0.0,0.0
2020-02-23 00:00:00,0.0,0.0,0.0
2020-02-24 00:00:00,0.0,0.0,0.0
2020-02-25 00:00:00,0.0,0.0,0.0
2020-02-26 00:00:00,0.0,0.0,0.0
2020-02-27 00:00:00,0.0,0.0,0.0
2020-02-28 00:00:00,0.0,0.0,0.0
2020-02-29 00:00:00,0.0,0.0,0.0
2020-03-01 00:00:00,0.0,0.0,0.0
2020-03-02 00:00:00,0.0,0.0,0.0
2020-03-03 00:00:00,1.0,0.0,0.0
2020-03-04 00:00:00,1.0,0.0,0.0
2020-03-05 00:00:00,4.0,0.0,0.0
2020-03-06 00:00:00,4.0,0.0,0.0
2020-03-07 00:00:00,4.0,0.0,0.0
2020-03-08 00:00:00,8.0,0.0,0.0
2020-03-09 00:00:00,8.0,0.0,0.0
2020-03-10 00:00:00,13.0,0.0,0.0
2020-03-11 00:00:00,23.0,0.0,0.0
2020-03-12 00:00:00,23.0,0.0,0.0
2020-03-13 00:00:00,43.0,0.0,0.0
2020-03-14 00:00:00,61.0,0.0,0.0
2020-03-15 00:00:00,74.0,0.0,0.0
2020-03-16 00:00:00,155.0,0.0,0.0
2020-03-17 00:00:00,201.0,0.0,0.0
2020-03-18 00:00:00,238.0,0.0,0.0
2020-03-19 00:00:00,238.0,0.0,0.0
2020-03-20 00:00:00,434.0,0.0,6.0
2020-03-21 00:00:00,537.0,0.0,6.0
2020-03-22 00:00:00,632.0,1.0,8.0
2020-03-23 00:00:00,746.0,2.0,8.0
2020-03-24 00:00:00,922.0,2.0,17.0
2020-03-25 00:00:00,1142.0,3.0,22.0
2020-03-26 00:00:00,1306.0,4.0,22.0
2020-03-27 00:00:00,1610.0,5.0,43.0
2020-03-28 00:00:00,1909.0,6.0,61.0
2020-03-29 00:00:00,2139.0,7.0,75.0
2020-03-30 00:00:00,2449.0,8.0,156.0
2020-03-31 00:00:00,2738.0,12.0,156.0
2020-04-01 00:00:00,3031.0,16.0,234.0
2020-04-02 00:00:00,3404.0,18.0,335.0
2020-04-04 13:03:00,3737.0,22.0,427.0
